Name,Fide ID,Nascimento,Place of Birth,Death,Date they became Grandmaster,Federation,Sexo,Age they became Grandmaster
"Petr, Martin",318299.0,1988-08-23 00:00:00,Broumov,,2011,Czechoslovakia,M,23.0
"Petřík, Tomáš",14901625.0,1980-10-31 00:00:00,Modra,,2008,Slovakia,M,28.0
"Petrosian, Arshak",13300288.0,1953-12-16 00:00:00,Yerevan,,1984,Armenia,M,31.0
"Petrosian, Davit G.",13301349.0,1984-09-20 00:00:00,Yerevan,,2009,Armenia,M,25.0
"Petrosian, Tigran",,1929-06-17 00:00:00,Tbilisi,1984-08-13 00:00:00,1952,Soviet Union,M,23.0
"Petrosian, Tigran L.",13301616.0,1984-09-17 00:00:00,Yerevan,,2004,Armenia,M,20.0
"Petrosyan, Manuel",13300857.0,1998-05-06 00:00:00,,,2017,Armenia,M,19.0
"Petrov, Marijan",2901773.0,1975-09-14 00:00:00,Veliko Tarnovo,,2010,Bulgaria,M,35.0
"Petrov, Nikita",4101286.0,1996-07-01 00:00:00,Novorossiysk,,2018,Russia,M,22.0
"Pétursson, Margeir",2300028.0,1960-02-15 00:00:00,Reykjavik,,1986,Iceland,M,26.0
"Pfleger, Helmut",4600100.0,1943-08-06 00:00:00,Teplice-Šanov,,1975,West Germany • Germany,M,32.0
"Pichot, Alan",110973.0,1998-08-13 00:00:00,Buenos Aires,,2016,Argentina,M,18.0
"Pietzsch, Wolfgang",,1930-12-21 00:00:00,Wittgendorf,1996-12-29 00:00:00,1965,East Germany • Germany,M,35.0
"Pigusov, Evgeny",4100514.0,1961-03-31 00:00:00,Kemerovo,,1987,Russia,M,26.0
"Piket, Jeroen",1000055.0,1969-01-27 00:00:00,Leiden,,1989,Netherlands,M,20.0
"Pikula, Dejan",906379.0,1969-07-31 00:00:00,,,2002,Serbia,M,33.0
"Pilavov, Georgiy",14109158.0,1974-12-13 00:00:00,Lugansk,,2005,Ukraine,M,31.0
"Pilnik, Herman",,1914-01-08 00:00:00,Stuttgart,1981-11-12 00:00:00,1952,Argentina,M,38.0
"Pintér, József",700045.0,1953-11-09 00:00:00,Budapest,,1982,Hungary,M,29.0
"Piorun, Kacper",1130420.0,1991-11-24 00:00:00,Łowicz,,2012,Poland,M,21.0
"Pirc, Vasja",,1907-12-19 00:00:00,Idrija,1980-06-02 00:00:00,1953,Yugoslavia,M,46.0
"Piskov, Yury",4101731.0,1964-10-17 00:00:00,Moscow,,1993,Russia,M,29.0
"Plachetka, Ján",14900068.0,1945-02-18 00:00:00,Trenčín,,1978,Czechoslovakia • Slovakia,M,33.0
"Planinc, Albin",14600730.0,1944-04-18 00:00:00,Briše,2008-12-20 00:00:00,1972,Slovakia,M,28.0
"Plaskett, James",400238.0,1960-03-18 00:00:00,Dhekelia Cantonment,,1985,England,M,25.0
"Plát, Vojtěch",325740.0,1994-01-23 00:00:00,,,2017,Czechoslovakia,M,23.0
"Podolchenko, Evgeniy",13504134.0,1988-02-07 00:00:00,Salihorsk,,2010,Belarus,M,22.0
"Poetsch, Hagen",24615137.0,1991-08-27 00:00:00,Soligorsk,,2018,Germany,M,27.0
"Pogorelov, Ruslan",14100363.0,1959-06-07 00:00:00,,,1998,Ukraine,M,39.0
"Polák, Tomáš",300560.0,1974-04-24 00:00:00,Brno,,2000,Czechoslovakia,M,26.0
"Polgar, Judit",700070.0,1976-07-23 00:00:00,Budapest,,1992,Hungary,F,16.0
"Polgar, Susan",700088.0,1969-04-19 00:00:00,Budapest,,1991,Hungary,F,22.0
"Polugaevsky, Lev",,1934-11-20 00:00:00,Mogilev,1995-08-30 00:00:00,1962,Soviet Union • Russia,M,28.0
"Poluljahov, Aleksandr",4112849.0,1965-06-06 00:00:00,,,1993,Russia,M,28.0
"Polzin, Rainer",4610741.0,1971-02-13 00:00:00,,,2007,Germany,M,36.0
"Pomar, Arturo",2200449.0,1931-09-01 00:00:00,Palma de Mallorca,2016-05-26 00:00:00,1962,Spain,M,31.0
"Ponkratov, Pavel",4157800.0,1988-07-15 00:00:00,Chelyabinsk,,2010,Russia,M,22.0
"Ponomariov, Ruslan",14103320.0,1983-10-11 00:00:00,Horlivka,,1998,Ukraine,M,15.0
"Popchev, Milko",2900165.0,1964-11-11 00:00:00,Plovdiv,,1998,Bulgaria,M,34.0
"Popilski, Gil",2809060.0,1993-10-06 00:00:00,,,2013,Israel,M,20.0
"Popov, Ivan",4170350.0,1990-03-20 00:00:00,Rostov-on-Don,,2007,Russia,M,17.0
"Popov, Valerij",4119410.0,1974-09-10 00:00:00,Leningrad,,1999,Russia,M,25.0
"Popović, Dušan",927031.0,1983-02-28 00:00:00,Sombor,,2007,Serbia,M,24.0
"Popović, Petar",900109.0,1959-02-14 00:00:00,Orlovat,,1981,Serbia,M,22.0
"Portisch, Lajos",700037.0,1937-04-04 00:00:00,Zalaegerszeg,,1961,Hungary,M,24.0
"Postny, Evgeny",2804344.0,1981-07-03 00:00:00,,,2002,Israel,M,21.0
"Potapov, Alexander",4115074.0,1969-01-05 00:00:00,,,2004,Russia,M,35.0
"Potapov, Pavel",4169786.0,1990-09-28 00:00:00,Korkino,,2016,Russia,M,26.0
"Potkin, Vladimir",4131061.0,1982-06-28 00:00:00,Rybinsk,,2001,Russia,M,19.0
"Pourramezanali, Amirreza",12511412.0,1992-09-23 00:00:00,Rasht,,2016,Iran,M,24.0
"Pozo Vera, Sandro",3507203.0,1987-07-27 00:00:00,Santa Clara,,2012,Cuba,M,25.0
Praggnanandhaa R,25059530.0,2005-08-10 00:00:00,Chennai,,2018,India,M,13.0
"Predke, Alexandr",24107581.0,1994-01-05 00:00:00,Dmitrovgrad,,2016,Russia,M,22.0
"Predojević, Borki",930849.0,1987-04-06 00:00:00,Teslić,,2005,Boznia and Herzegovina,M,18.0
"Preotu, Razvan",2613280.0,1999-08-11 00:00:00,Toronto,,2016,Canada,M,17.0
"Priasmoro, Novendra",7105029.0,1999-11-24 00:00:00,Jakarta,,2020,Indonesia,M,21.0
"Pridorozhni, Aleksei",4127870.0,1981-08-27 00:00:00,Surgut,,2011,Russia,M,30.0
"Prié, Éric",600172.0,1962-03-14 00:00:00,Paris,,1995,France,M,33.0
"Prins, Lodewijk",1001566.0,1913-01-27 00:00:00,Amsterdam,1999-11-11 00:00:00,1982,Netherlands,M,69.0
Prithu Gupta,46618546.0,2004-03-08 00:00:00,Delhi,,2019,India,M,15.0
"Prohászka, Péter",726265.0,1992-01-13 00:00:00,Vác,,2010,Hungary,M,18.0
"Prokopchuk, Evgeny",4120965.0,1978-07-13 00:00:00,Tyumen,,2001,Russia,M,23.0
"Pruijssers, Roeland",1013068.0,1989-08-16 00:00:00,Hendrik-Ido-Ambacht,,2012,Netherlands,M,23.0
"Prusikin, Michael",4642325.0,1978-01-19 00:00:00,Kharkov,,2004,Germany,M,26.0
"Psakhis, Lev",2800012.0,1958-11-29 00:00:00,Kalinin,,1982,Soviet Union • Israel,M,24.0
"Puc, Stojan",14600838.0,1921-04-09 00:00:00,Novo Mesto,2004-01-29 00:00:00,1984,Yugoslavia • Slovakia,M,63.0
"Pultinevicius, Paulius",12809390.0,2001-11-24 00:00:00,,,2019,Lithuania,M,18.0
"Puranik, Abhimanyu",5061245.0,2000-02-11 00:00:00,Mumbai,,2017,India,M,17.0
"Pushkov, Nikolai",4117131.0,1946-11-28 00:00:00,Tambov,,1994,Russia,M,48.0
"Qashashvili, Alexandre",13600842.0,1975-09-02 00:00:00,,,2017,Georgia,M,42.0
"Quesada Pérez, Luis Ernesto",3520773.0,1999-01-04 00:00:00,Ciego de Ávila,,2018,Cuba,M,19.0
"Quesada Pérez, Yasser",3509362.0,1992-05-23 00:00:00,Villa Clara Province,,2017,Cuba,M,25.0
"Quesada Pérez, Yuniesky",3504409.0,1984-07-31 00:00:00,Santa Clara,,2005,Cuba • United States,M,21.0
"Quinteros, Miguel",100021.0,1947-12-28 00:00:00,Buenos Aires,,1973,Argentina,M,26.0
"Quparadze, Giga",13602250.0,1987-08-23 00:00:00,Kutaisi,,2017,Georgia,M,30.0
"Rabiega, Robert",4601475.0,1971-02-01 00:00:00,Berlin,,2002,Germany,M,31.0
"Radjabov, Teimour",13400924.0,1987-03-12 00:00:00,Baku,,2001,Azerbaijan,M,14.0
"Radulov, Ivan",2900300.0,1939-01-07 00:00:00,Burgas,,1972,Bulgaria,M,33.0
"Radulski, Julian",2901595.0,1972-05-24 00:00:00,Plovdiv,2013-02-16 00:00:00,2004,Bulgaria,M,32.0
"Raetsky, Alexander",4103203.0,1961-10-17 00:00:00,Voronezh,,2005,Russia,M,44.0
"Ragger, Markus",1610856.0,1988-02-05 00:00:00,Klagenfurt,,2008,Austria,M,20.0
"Ragozin, Viacheslav",,1908-10-08 00:00:00,Saint Petersburg,1962-03-11 00:00:00,1950,Soviet Union,M,42.0
"Rahman, Ziaur",10200037.0,1974-05-01 00:00:00,,,2002,Bangladesh,M,28.0
"Raičević, Vladimir",900605.0,1949-05-02 00:00:00,Travnik,,1976,Yugoslavia • Serbia and Montenegro • Serbia,M,27.0
"Rajković, Dušan",900265.0,1942-06-17 00:00:00,Kruševac,,1977,Yugoslavia • Serbia,M,35.0
"Rajpara, Ankit",5023335.0,1994-08-27 00:00:00,Ahmedabad,,2014,India,M,20.0
"Rakhmanov, Aleksandr",4173708.0,1989-08-28 00:00:00,Cherepovets,,2007,Russia,M,18.0
"Rambaldi, Francesco",20657307.0,1999-01-19 00:00:00,Milan,,2015,Italy,M,16.0
"Ramesh, R. B.",5002109.0,1976-04-20 00:00:00,Chennai,,2003,India,M,27.0
"Ramírez, Alejandro",6500617.0,1988-06-21 00:00:00,"San José, Costa Rica",,2004,Costa Rica • United States,M,16.0
"Rantanen, Yrjö",500038.0,1950-04-23 00:00:00,Tampere,2021-01-14 00:00:00,1981,Finland,M,31.0
"Rapport, Richárd",738590.0,1996-03-25 00:00:00,Szombathely,,2010,Hungary,M,14.0
"Rashkovsky, Nukhim",4100603.0,1946-04-18 00:00:00,"Sverdlovsk, Russia",,1980,Soviet Union • Russia,M,34.0
"Rašík, Vitězslav",300306.0,1973-11-07 00:00:00,,,2017,Czechoslovakia,M,44.0
"Rasmussen, Allan Stig",1406000.0,1983-11-20 00:00:00,Læsø,,2009,Denmark,M,26.0
"Rasulov, Vugar",13402390.0,1991-04-05 00:00:00,Ganja,,2011,Azerbaijan,M,20.0
"Raznikov, Danny",2811154.0,1993-03-29 00:00:00,Israel,,2015,Israel,M,22.0
"Razuvaev, Yuri",4100301.0,1945-10-10 00:00:00,Moscow,2012-03-21 00:00:00,1976,Soviet Union • Russia,M,31.0
"Rechlis, Gad",2800047.0,1967-02-05 00:00:00,,,1990,Israel,M,23.0
"Ree, Hans",1000098.0,1944-09-15 00:00:00,Amsterdam,,1980,Netherlands,M,36.0
"Reefat, Bin-Sattar",10200207.0,1974-07-25 00:00:00,Borguna,,2006,Bangladesh,M,32.0
"Reinderman, Dimitri",1001302.0,1972-08-12 00:00:00,Hoorn,,1998,Netherlands,M,26.0
"Relange, Éloi",600822.0,1976-07-01 00:00:00,,,1998,France,M,22.0
"Renet, Olivier",600040.0,1964-12-21 00:00:00,Paris,,1990,France,M,26.0
"Repka, Christopher",14918781.0,1998-10-06 00:00:00,Stará Ľubovňa,,2018,Slovakia,M,20.0
"Reshevsky, Samuel",,1911-11-26 00:00:00,Ozorków,1992-04-04 00:00:00,1950,United States,M,39.0
"Riazantsev, Alexander",4125029.0,1985-09-12 00:00:00,Moscow,,2001,Russia,M,16.0
"Ribli, Zoltán",700010.0,1951-09-06 00:00:00,Mohács,,1973,Hungary,M,22.0
"Ricardi, Pablo",100242.0,1962-02-25 00:00:00,Buenos Aires,,1997,Argentina,M,35.0
"Richter, Michael",4618920.0,1978-07-20 00:00:00,Berlin,,2015,Germany,M,37.0
"Riff, Jean-Noël",611190.0,1981-04-22 00:00:00,Mulhouse,,2014,France,M,33.0
"Ringoir, Tanguy",208027.0,1994-06-29 00:00:00,Wetteren,,2015,Belgium,M,21.0
"Ríos, Cristhian Camilo",4403940.0,1993-04-09 00:00:00,Tulua,,2019,Colombia,M,26.0
"Ristic, Nenad",901318.0,1958-11-19 00:00:00,Kragujevac,,1997,Serbia,M,39.0
"Rivas Pastor, Manuel",2200058.0,1960-07-13 00:00:00,Jaén,,1987,Spain,M,27.0
"Rizouk, Aimen",7900309.0,1979-08-03 00:00:00,Algiers,,2007,Algeria,M,28.0
"Robatsch, Karl",1600052.0,1929-10-14 00:00:00,Klagenfurt,2000-09-19 00:00:00,1961,Austria,M,32.0
"Robson, Ray",2023970.0,1994-10-25 00:00:00,Guam,,2010,United States,M,16.0
"Rodríguez Céspedes, Amador",3500039.0,1956-09-08 00:00:00,"San Germán, Cuba",,1977,Spain,M,21.0
"Rodríguez Guerrero, Enrique",2216892.0,1983-11-08 00:00:00,Granada,,2007,Spain,M,24.0
"Rodríguez Vargas, Orestes",2203189.0,1943-07-04 00:00:00,Lima,,1978,Peru • Spain,M,35.0
"Rodríguez Vila, Andrés",3000010.0,1973-12-19 00:00:00,Montevideo,,1997,Uruguay,M,24.0
"Rodshtein, Maxim",2806851.0,1989-01-19 00:00:00,Leningrad,,2007,Israel,M,18.0
"Roganović, Miloš",937614.0,1991-12-23 00:00:00,Vrbas,,2017,Serbia,M,26.0
"Rogers, Ian",3200019.0,1960-06-24 00:00:00,Hobart,,1985,Australia,M,25.0
"Rogić, Davor",14501228.0,1971-07-27 00:00:00,,,2006,Croatia,M,35.0
"Rogoff, Kenneth",2000237.0,1953-03-22 00:00:00,"Rochester, New York",,1978,United States,M,25.0
"Rogovski, Vladimir",14101378.0,1965-02-07 00:00:00,,,2005,Ukraine,M,40.0
"Rogozenco, Dorian",1210319.0,1973-08-18 00:00:00,Kishinev,,1995,Moldava • Romania,M,22.0
"Rohde, Michael",2000172.0,1959-08-26 00:00:00,New York City,,1988,United States,M,29.0
"Roiz, Michael",2804158.0,1983-10-12 00:00:00,,,2003,Israel,M,20.0
"Romanenko, Vladimir",13502921.0,1985-04-06 00:00:00,Minsk,,2011,Belarus,M,26.0
"Romanishin, Oleg",14100088.0,1952-01-10 00:00:00,Lvov,,1976,Soviet Union • Ukraine,M,24.0
"Romanov, Evgeny",4148843.0,1988-11-02 00:00:00,Kaliningrad,,2007,Russia,M,19.0
"Rombaldoni, Axel",815837.0,1992-03-23 00:00:00,Pesaro,,2013,Italy,M,21.0
"Romero Holmes, Alfonso",2200066.0,1965-05-28 00:00:00,Barcelona,,1995,Spain,M,30.0
"Rossetto, Héctor",100935.0,1922-09-08 00:00:00,Bahía Blanca,2009-01-23 00:00:00,1960,Argentina,M,38.0
"Rossolimo, Nicolas",,1910-02-28 00:00:00,Kiev,1975-07-24 00:00:00,1953,United States,M,43.0
"Rotstein, Arkadij",4662997.0,1961-04-29 00:00:00,Lvov,,1994,Ukraine • Germany,M,33.0
"Roussel-Roozmon, Thomas",2603659.0,1988-01-08 00:00:00,Laval,,2010,Canada,M,22.0
"Rowson, Jonathan",2400561.0,1977-04-18 00:00:00,Aberdeen,,1999,Scotland,M,22.0
"Roy Chowdhury, Saptarshi",5002974.0,1982-02-13 00:00:00,Kolkata,,2013,India,M,31.0
"Roy, Saptarshi",5008980.0,1986-03-21 00:00:00,Kolkata,,2018,India,M,32.0
"Rozentalis, Eduardas",12800023.0,1963-05-27 00:00:00,Vilnius,,1991,Lithuania,M,28.0
"Rozum, Ivan",24104272.0,1991-12-09 00:00:00,Saint Petersburg,,2014,Russia,M,23.0
"Ruban, Vadim",4100387.0,1964-06-13 00:00:00,,,1991,Russia,M,27.0
"Rubinstein, Akiba",,1880-12-01,Stawiski,1961-03-15 00:00:00,1950,Poland,M,70.0
"Rublevsky, Sergei",4115309.0,1974-10-15 00:00:00,Kurgan,,1994,Russia,M,20.0
"Ruiz Castillo, Joshua Daniel",4400704.0,1997-07-08 00:00:00,Bogotá,,2019,Colombia,M,22.0
"Ruck, Róbert",705713.0,1977-12-10 00:00:00,,,2000,Hungary,M,23.0
"Rusev, Krasimir",2905434.0,1983-10-16 00:00:00,"Dimitrovgrad, Bulgaria",,2008,Bulgaria,M,25.0
"Rustemov, Alexander",4119002.0,1973-07-06 00:00:00,Murmansk,,1998,Russia,M,25.0
"Ruželė, Darius",12800104.0,1968-04-27 00:00:00,,,1996,Lithuania,M,28.0
"Rychagov, Andrey",4119932.0,1979-08-03 00:00:00,Moscow,,2006,Russia,M,27.0
"Rychagov, Mikhail",4500040.0,1967-11-12 00:00:00,Tallinn,,1997,Estonia,M,30.0
"Sadhwani, Raunak",35093487.0,2005-12-22 00:00:00,Nagpur,,2020,India,M,15.0
"Sadler, Matthew",400173.0,1974-05-15 00:00:00,Chatham,,1993,England,M,19.0
"Sadikhov, Ulvi",13401416.0,1998-11-23 00:00:00,Azerbaijan,,2019,Azerbaijan,M,21.0
"Sadorra, Julio Catalino",5201268.0,1986-09-14 00:00:00,Quezon City,,2011,Philippines,M,25.0
"Sadvakasov, Darmen",13700464.0,1979-04-28 00:00:00,Astana,,1999,Kazakhstan,M,20.0
"Sadzikowski, Daniel",1132253.0,1994-01-20 00:00:00,Chrzanów,,2017,Poland,M,23.0
"Safarli, Eltaj",13402129.0,1992-05-18 00:00:00,Baku,,2008,Azerbaijan,M,16.0
"Safin, Shukhrat",14200147.0,1970-04-03 00:00:00,Samarkand,2009-09-20 00:00:00,1999,Uzbekistan,M,29.0
"Sagalchik, Gennadij",2007916.0,1969-04-22 00:00:00,,,1994,United States,M,25.0
"Šahović, Dragutin",901644.0,1940-08-08 00:00:00,Kraljevo,2005-11-12 00:00:00,1978,Yugoslavia • Serbia and Montenegro,M,38.0
"Šajtar, Jaroslav",,1921-12-03 00:00:00,Ostrava,2003-02-04 00:00:00,1985,Czechoslovakia,M,64.0
"Sakaev, Konstantin",4104226.0,1974-04-13 00:00:00,Leningrad,,1992,Russia,M,18.0
"Salem, A. R. Saleh",9301348.0,1993-01-04 00:00:00,Sharjah,,2009,United Arab Emirates,M,16.0
"Salgado López, Iván",2257327.0,1991-06-29 00:00:00,Ourense,,2008,Spain,M,17.0
"Salinas Herrera, Pablo",3407128.0,1994-06-03 00:00:00,Concepción,,2019,Chile,M,25.0
"Salomon, Johan",1509500.0,1997-05-07 00:00:00,Oslo,,2017,Norway,M,20.0
"Salov, Valery",4100069.0,1964-05-26 00:00:00,Wrocław,,1986,Soviet Union • Russia,M,22.0
"Saltaev, Mihail",14200058.0,1962-11-19 00:00:00,,,1995,Uzbekistan,M,33.0
"Salvador, Roland",5201047.0,1982-01-03 00:00:00,Manila,,2010,Philippines,M,28.0
"Sambuev, Bator",4128290.0,1980-11-25 00:00:00,Ulan-Ude,,2006,Russia • Canada,M,26.0
"Sämisch, Friedrich (Fritz)",,1896-09-20,Berlin,1975-08-16 00:00:00,1950,Germany • East Germany,M,54.0
"San Segundo Carrillo, Pablo",2200082.0,1970-02-09 00:00:00,Madrid,,1995,Spain,M,25.0
"Şanal, Vahap",6300545.0,1998-05-26 00:00:00,İzmir,,2016,Turkey,M,18.0
"Sánchez, Joseph",5201233.0,1970-08-19 00:00:00,Cebu City,,2009,Philippines,M,39.0
"Sănduleac, Vasile",13900161.0,1971-01-02 00:00:00,Bălți,,2006,Moldova,M,35.0
"Sanguineti, Raúl",100030.0,1933-02-03 00:00:00,"Paraná, Buenos Aires",2000-08-06 00:00:00,1982,Argentina,M,49.0
"Sanikidze, Tornike",13602608.0,1989-01-01 00:00:00,Tbilisi,,2008,Georgia,M,19.0
"Santiago, Yago",2103877.0,1992-04-17 00:00:00,Recife,,2017,Brazil,M,25.0
"Santo-Roman, Marc",600083.0,1960-09-13 00:00:00,Toulouse,,1996,France,M,36.0
"Santos Latasa, Jaime",2293307.0,1996-07-03 00:00:00,San Sebastián,,2018,Spain,M,22.0
"Santos Ruiz, Miguel",22291482.0,1999-10-04 00:00:00,Utrera,,2018,Spain,M,19.0
"Sarana, Alexey",24133795.0,2000-01-26 00:00:00,Moscow,,2017,Russia,M,17.0
"Sargissian, Gabriel",13300881.0,1983-09-03 00:00:00,Yerevan,,2002,Armenia,M,19.0
"Sargsyan, Shant",13306766.0,2002-01-27 00:00:00,Yerevan,,2019,Armenia,M,17.0
"Šarić, Ante",14506254.0,1984-04-06 00:00:00,Split,,2007,Croatia,M,23.0
"Šarić, Ibro",14401290.0,1982-02-20 00:00:00,Cazin,,2007,Boznia and Herzegovina,M,25.0
"Šarić, Ivan",14508150.0,1990-08-17 00:00:00,Split,,2008,Croatia,M,18.0
"Sasikiran, Krishnan",5004985.0,1981-01-07 00:00:00,Chennai,,2000,India,M,19.0
"Savchenko, Boris",4147332.0,1986-07-10 00:00:00,Krasnodar,,2007,Russia,M,21.0
"Savchenko, Stanislav",14101262.0,1967-01-21 00:00:00,,,1993,Ukraine,M,26.0
"Savić, Miodrag",920479.0,1977-04-06 00:00:00,Banovići,,2003,Serbia,M,26.0
"Savon, Vladimir",14100193.0,1940-09-26 00:00:00,Chernigov,2005-06-01 00:00:00,1973,Soviet Union • Ukraine,M,33.0
"Sax, Gyula",700029.0,1951-06-18 00:00:00,Budapest,2014-01-25 00:00:00,1974,Hungary,M,23.0
"Schandorff, Lars",1400070.0,1965-04-20 00:00:00,Copenhagen,,1996,Denmark,M,31.0
"Schebler, Gerhard",4603338.0,1969-10-03 00:00:00,Duisburg,,2004,Germany,M,35.0
"Schlosser, Philipp",4600169.0,1968-08-19 00:00:00,Munich,,1992,Germany,M,24.0
"Schmaltz, Roland",4614054.0,1974-11-15 00:00:00,Mannheim,,2001,Germany,M,27.0
"Schmid, Lothar",4600061.0,1928-05-10 00:00:00,Dresden,2013-05-18 00:00:00,1959,West Germany • Germany,M,31.0
"Schmidt, Włodzimierz",1100041.0,1943-04-10 00:00:00,Poznań,,1976,Poland,M,33.0
"Schmittdiel, Eckhard",4600096.0,1960-05-13 00:00:00,Dortmund,,1994,Germany,M,34.0
"Schoppen, Casper",1046730.0,2002-03-21 00:00:00,Utrecht,,2020,Netherlands,M,18.0
